Time_seconds,OmegaX_[deg/s],OmegaY_[deg/s],OmegaZ_[deg/s],AccX_[m/s/s],AccY_[m/s/s],AccZ_[m/s/s],Temperature_[C]
0.615,0.0000000,-0.0610352,0.0610352,-0.3784131,-0.1628613,9.9010105,31.43
0.626,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.9249611,31.42
0.637,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1724414,9.8674803,31.43
0.648,0.0610352,0.0000000,0.0000000,-0.3688330,-0.1676514,9.8914309,31.42
0.659,0.0000000,0.0000000,-0.0610352,-0.3496729,-0.1676514,9.8674803,31.42
0.670,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1628613,9.9010105,31.41
0.681,0.0000000,0.0610352,-0.0610352,-0.3640430,-0.1676514,9.8818502,31.43
0.692,0.0000000,0.0610352,-0.0610352,-0.3544629,-0.1484912,9.8818502,31.43
0.703,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1580713,9.9153805,31.43
0.714,0.0000000,0.0610352,0.0000000,-0.3784131,-0.1676514,9.8914309,31.43
0.725,0.0610352,0.0000000,0.0000000,-0.3448828,-0.1580713,9.8866405,31.42
0.736,0.0000000,0.0610352,0.0000000,-0.3784131,-0.1676514,9.8818502,31.44
0.747,0.0000000,0.0610352,-0.0610352,-0.3544629,-0.1868115,9.8914309,31.44
0.758,0.0610352,0.0000000,0.0000000,-0.3496729,-0.1868115,9.8770609,31.43
0.769,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1820215,9.8866405,31.44
0.780,0.0610352,0.0000000,0.0000000,-0.3592529,-0.1628613,9.8818502,31.44
0.791,0.0610352,0.0610352,0.0000000,-0.3640430,-0.1676514,9.8579006,31.43
0.802,0.0610352,0.0000000,-0.0610352,-0.3688330,-0.1676514,9.8914309,31.43
0.813,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1676514,9.9010105,31.42
0.824,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1676514,9.8818502,31.43
0.835,0.0000000,0.0000000,-0.0610352,-0.3448828,-0.1772314,9.8914309,31.43
0.846,0.0000000,0.0000000,-0.0610352,-0.3496729,-0.1868115,9.9249611,31.44
0.857,0.0000000,0.0610352,-0.0610352,-0.3544629,-0.1724414,9.8962212,31.43
0.868,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1724414,9.8818502,31.43
0.879,0.0610352,0.0000000,0.0000000,-0.3640430,-0.1820215,9.8531103,31.42
0.890,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1676514,9.9010105,31.42
0.901,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1580713,9.8914309,31.41
0.912,0.0000000,0.0610352,-0.0610352,-0.3736230,-0.1628613,9.8818502,31.42
0.923,0.0610352,0.0000000,0.0000000,-0.3544629,-0.1628613,9.8866405,31.41
0.934,0.0610352,0.0000000,-0.0610352,-0.3592529,-0.1772314,9.8770609,31.42
0.945,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1676514,9.8626900,31.42
0.956,0.0610352,0.0000000,-0.0610352,-0.3544629,-0.1916016,9.8770609,31.43
0.967,0.0000000,0.0000000,0.0000000,-0.3400928,-0.1820215,9.8818502,31.43
0.978,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1868115,9.8962212,31.43
0.989,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1628613,9.8962212,31.43
1.000,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1580713,9.8579006,31.41
1.011,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1772314,9.8818502,31.42
1.022,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1724414,9.9010105,31.43
1.033,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1868115,9.8914309,31.43
1.044,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1820215,9.8722706,31.44
1.055,0.0000000,0.0610352,-0.0610352,-0.3784131,-0.1628613,9.8962212,31.44
1.066,0.0000000,0.0610352,-0.0610352,-0.3640430,-0.1772314,9.8674803,31.44
1.077,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1628613,9.8770609,31.44
1.088,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1628613,9.8818502,31.43
1.099,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1724414,9.8962212,31.43
1.110,0.0000000,0.0000000,-0.0610352,-0.3496729,-0.1724414,9.9297514,31.43
1.121,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1628613,9.9153805,31.43
1.132,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1772314,9.8722706,31.43
1.143,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1628613,9.8866405,31.44
1.154,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.9058008,31.42
1.165,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1628613,9.9201708,31.44
1.176,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1580713,9.8722706,31.42
1.187,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1724414,9.8674803,31.42
1.198,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1628613,9.8866405,31.44
1.209,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1724414,9.8722706,31.45
1.220,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1724414,9.8722706,31.45
1.231,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1772314,9.8722706,31.42
1.242,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1676514,9.8866405,31.43
1.253,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1532813,9.8962212,31.44
1.264,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1628613,9.8914309,31.44
1.275,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1628613,9.8770609,31.44
1.286,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8626900,31.43
1.297,0.0000000,0.0610352,-0.0610352,-0.3496729,-0.1676514,9.8914309,31.44
1.308,0.0000000,0.0610352,-0.0610352,-0.3592529,-0.1820215,9.9010105,31.43
1.319,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1868115,9.8674803,31.43
1.330,-0.0610352,0.0000000,-0.0610352,-0.3784131,-0.1963916,9.8914309,31.42
1.341,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1868115,9.9105911,31.43
1.352,0.0610352,0.0000000,0.0000000,-0.3736230,-0.1724414,9.8674803,31.44
1.363,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1580713,9.8674803,31.44
1.374,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1484912,9.8674803,31.43
1.385,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.9058008,31.41
1.396,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1532813,9.9010105,31.42
1.407,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1820215,9.8866405,31.44
1.418,0.0000000,0.0000000,0.0000000,-0.3592529,-0.2011816,9.9010105,31.42
1.429,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1820215,9.8914309,31.42
1.440,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1628613,9.8866405,31.43
1.451,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1676514,9.8818502,31.43
1.462,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1580713,9.8722706,31.41
1.473,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1628613,9.8914309,31.42
1.484,-0.0610352,0.0000000,0.0000000,-0.3544629,-0.1580713,9.8914309,31.43
1.495,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1628613,9.8818502,31.42
1.505,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1963916,9.8770609,31.41
1.516,0.0000000,0.0000000,0.0000000,-0.3832031,-0.1772314,9.8818502,31.42
1.527,0.0000000,-0.0610352,0.0000000,-0.3640430,-0.1676514,9.9105911,31.42
1.538,0.0000000,-0.0610352,0.0000000,-0.3448828,-0.1580713,9.8962212,31.41
1.549,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1580713,9.8914309,31.42
1.560,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1437012,9.8770609,31.43
1.571,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1532813,9.8531103,31.42
1.582,-0.0610352,0.0610352,0.0000000,-0.3592529,-0.1532813,9.8866405,31.43
1.593,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1820215,9.9058008,31.40
1.604,0.0000000,0.0610352,0.0000000,-0.3879932,-0.1580713,9.8722706,31.41
1.615,0.0000000,0.0610352,-0.0610352,-0.3544629,-0.1532813,9.8866405,31.41
1.626,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1628613,9.8770609,31.42
1.637,0.0000000,0.0610352,0.0000000,-0.3400928,-0.2011816,9.8818502,31.41
1.648,-0.0610352,0.0000000,0.0000000,-0.3688330,-0.1916016,9.8914309,31.43
1.659,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1628613,9.9105911,31.42
1.670,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1868115,9.9249611,31.42
1.681,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1676514,9.9010105,31.42
1.692,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1676514,9.8914309,31.42
1.703,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1628613,9.8722706,31.41
1.714,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8866405,31.42
1.725,0.0000000,0.0610352,-0.0610352,-0.3640430,-0.1820215,9.8626900,31.42
1.736,0.0000000,0.0610352,-0.0610352,-0.3640430,-0.1820215,9.8674803,31.43
1.747,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1772314,9.8866405,31.44
1.758,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1724414,9.8770609,31.43
1.769,-0.0610352,0.0000000,0.0000000,-0.3879932,-0.1772314,9.8531103,31.42
1.780,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1532813,9.8579006,31.42
1.791,0.0000000,-0.0610352,0.0000000,-0.3784131,-0.1532813,9.8962212,31.42
1.802,0.0610352,0.0000000,0.0000000,-0.3688330,-0.1772314,9.9010105,31.42
1.813,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.9153805,31.42
1.824,0.0000000,0.0610352,0.0000000,-0.3448828,-0.1580713,9.9105911,31.43
1.835,0.0000000,0.0000000,0.0610352,-0.3496729,-0.1580713,9.8962212,31.41
1.846,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1772314,9.8866405,31.41
1.857,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1916016,9.8818502,31.41
1.868,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1868115,9.9010105,31.42
1.879,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1772314,9.8962212,31.42
1.890,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8866405,31.41
1.901,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1437012,9.8818502,31.42
1.912,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.8914309,31.42
1.923,0.0000000,0.0000000,0.0610352,-0.3592529,-0.1628613,9.8914309,31.42
1.934,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1532813,9.9010105,31.42
1.945,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1772314,9.8770609,31.42
1.956,0.0610352,0.0000000,0.0000000,-0.3640430,-0.1963916,9.9010105,31.42
1.967,0.0610352,0.0000000,-0.0610352,-0.3640430,-0.1772314,9.8770609,31.41
1.978,0.0610352,0.0000000,0.0000000,-0.3544629,-0.1820215,9.9010105,31.42
1.989,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8914309,31.44
2.000,-0.0610352,0.0000000,0.0000000,-0.3592529,-0.1772314,9.8722706,31.43
2.011,0.0000000,0.0610352,-0.0610352,-0.3640430,-0.1580713,9.8722706,31.42
2.022,0.0000000,0.0610352,-0.0610352,-0.3736230,-0.1676514,9.8818502,31.42
2.033,0.0000000,0.0610352,-0.0610352,-0.3736230,-0.1580713,9.9010105,31.42
2.044,0.0610352,0.0000000,0.0000000,-0.3544629,-0.1820215,9.9058008,31.42
2.055,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1820215,9.8866405,31.41
2.066,0.0610352,0.0000000,0.0000000,-0.3305127,-0.1628613,9.8914309,31.42
2.077,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1676514,9.9105911,31.43
2.088,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1820215,9.9058008,31.43
2.099,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1724414,9.8626900,31.42
2.110,-0.0610352,0.0000000,0.0000000,-0.3640430,-0.1820215,9.8674803,31.41
2.121,-0.0610352,0.0000000,-0.0610352,-0.3544629,-0.1724414,9.8914309,31.41
2.132,0.0000000,0.0610352,0.0000000,-0.3784131,-0.1724414,9.8770609,31.42
2.143,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1820215,9.8914309,31.43
2.154,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1724414,9.8531103,31.42
2.165,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1676514,9.8722706,31.42
2.176,0.0000000,0.0610352,-0.0610352,-0.3400928,-0.1676514,9.8962212,31.43
2.187,0.0000000,0.0610352,-0.0610352,-0.3544629,-0.1676514,9.8914309,31.42
2.198,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1772314,9.9058008,31.42
2.209,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1868115,9.8770609,31.43
2.220,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1868115,9.8674803,31.44
2.231,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1820215,9.8626900,31.43
2.242,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1676514,9.9249611,31.42
2.253,0.0610352,0.0610352,0.0000000,-0.3496729,-0.1724414,9.9153805,31.43
2.264,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1676514,9.9058008,31.42
2.275,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1772314,9.8866405,31.43
2.286,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1916016,9.8579006,31.43
2.297,0.0000000,0.0000000,0.0000000,-0.3400928,-0.1916016,9.8579006,31.44
2.308,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1820215,9.8818502,31.43
2.319,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1724414,9.8914309,31.43
2.330,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1580713,9.8914309,31.43
2.341,0.0610352,0.0000000,0.0000000,-0.3448828,-0.1532813,9.8722706,31.43
2.352,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1772314,9.8914309,31.43
2.363,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1628613,9.8914309,31.44
2.374,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1532813,9.8866405,31.42
2.385,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1580713,9.8914309,31.43
2.396,0.0610352,0.0000000,-0.0610352,-0.3640430,-0.1772314,9.8818502,31.43
2.407,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.9058008,31.42
2.418,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1628613,9.8866405,31.41
2.429,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1724414,9.8770609,31.42
2.440,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1676514,9.8770609,31.43
2.451,-0.0610352,0.0000000,-0.0610352,-0.3592529,-0.1580713,9.8770609,31.43
2.462,-0.0610352,0.0610352,0.0000000,-0.3544629,-0.1628613,9.8914309,31.42
2.473,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1628613,9.8674803,31.42
2.484,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1628613,9.8914309,31.42
2.495,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1628613,9.8962212,31.42
2.505,0.0000000,0.0000000,-0.0610352,-0.3832031,-0.1676514,9.9058008,31.42
2.516,0.0610352,0.0000000,0.0000000,-0.3592529,-0.1772314,9.8914309,31.42
2.527,0.0610352,0.0000000,0.0000000,-0.3784131,-0.1628613,9.8962212,31.41
2.538,0.0000000,-0.0610352,0.0000000,-0.3879932,-0.1628613,9.8531103,31.41
2.549,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1724414,9.8674803,31.42
2.560,0.0610352,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8866405,31.42
2.571,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1772314,9.8914309,31.42
2.582,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1580713,9.8579006,31.43
2.593,0.0000000,-0.0610352,0.0000000,-0.3784131,-0.1580713,9.8818502,31.41
2.604,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.9058008,31.42
2.615,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1676514,9.8866405,31.42
2.626,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1772314,9.8674803,31.42
2.637,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1916016,9.8818502,31.42
2.648,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1916016,9.8818502,31.43
2.659,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1676514,9.8962212,31.44
2.670,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1724414,9.8770609,31.44
2.681,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1437012,9.8866405,31.43
2.692,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1676514,9.8914309,31.44
2.703,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1676514,9.8722706,31.45
2.714,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1724414,9.8722706,31.44
2.725,0.0610352,0.0610352,0.0000000,-0.3305127,-0.1772314,9.8866405,31.42
2.736,0.0610352,0.0000000,0.0000000,-0.3448828,-0.1724414,9.8674803,31.42
2.747,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1628613,9.8770609,31.43
2.758,0.0610352,0.0000000,0.0000000,-0.3496729,-0.1580713,9.8579006,31.43
2.769,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1437012,9.9058008,31.43
2.780,0.0610352,0.0610352,-0.0610352,-0.3784131,-0.1676514,9.8914309,31.42
2.791,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1868115,9.9010105,31.43
2.802,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1820215,9.8722706,31.43
2.813,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1772314,9.8866405,31.43
2.824,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1820215,9.8722706,31.42
2.835,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1868115,9.8962212,31.43
2.846,0.0610352,0.0000000,0.0000000,-0.3688330,-0.2011816,9.8962212,31.43
2.857,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1676514,9.9058008,31.42
2.868,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1676514,9.9010105,31.42
2.879,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.9105911,31.41
2.890,0.0000000,0.0610352,0.0000000,-0.3784131,-0.1868115,9.8914309,31.42
2.901,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1963916,9.8962212,31.43
2.912,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1772314,9.8962212,31.43
2.923,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1628613,9.8818502,31.43
2.934,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1484912,9.8962212,31.42
2.945,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8531103,31.44
2.956,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1532813,9.8770609,31.43
2.967,0.0000000,0.0000000,0.0610352,-0.3736230,-0.1676514,9.8770609,31.43
2.978,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1772314,9.9153805,31.43
2.989,0.0000000,0.0610352,0.0610352,-0.3832031,-0.1676514,9.9105911,31.42
3.000,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1676514,9.8818502,31.42
3.011,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1868115,9.8722706,31.42
3.022,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1628613,9.8866405,31.44
3.033,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1916016,9.8914309,31.43
3.044,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1628613,9.8962212,31.41
3.055,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1532813,9.8962212,31.41
3.066,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.8962212,31.41
3.077,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1628613,9.8626900,31.41
3.088,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1676514,9.8818502,31.42
3.099,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1820215,9.8866405,31.43
3.110,0.0610352,0.0000000,-0.0610352,-0.3640430,-0.1820215,9.8914309,31.43
3.121,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1628613,9.8962212,31.42
3.132,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1628613,9.8674803,31.42
3.143,0.0000000,0.0610352,-0.0610352,-0.3592529,-0.1676514,9.8722706,31.43
3.154,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1628613,9.8914309,31.42
3.165,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1676514,9.8866405,31.40
3.176,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.9010105,31.43
3.187,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1676514,9.8818502,31.42
3.198,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1820215,9.9010105,31.42
3.209,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1724414,9.9010105,31.43
3.220,0.0000000,0.0610352,-0.0610352,-0.3496729,-0.1724414,9.8626900,31.42
3.231,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1820215,9.8722706,31.42
3.242,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1676514,9.8962212,31.42
3.253,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1628613,9.8722706,31.42
3.264,0.0610352,0.0000000,0.0000000,-0.3592529,-0.1676514,9.8531103,31.41
3.275,0.0610352,0.0000000,0.0000000,-0.3784131,-0.1628613,9.8483200,31.42
