Time_seconds,OmegaX_[deg/s],OmegaY_[deg/s],OmegaZ_[deg/s],AccX_[m/s/s],AccY_[m/s/s],AccZ_[m/s/s],Temperature_[C]
1.956,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1820215,9.9058008,31.61
1.967,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8818502,31.61
1.978,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1868115,9.8914309,31.61
1.989,0.0000000,0.0610352,0.0000000,-0.3448828,-0.1868115,9.8483200,31.62
2.000,0.0000000,0.0610352,-0.0610352,-0.3688330,-0.1820215,9.8483200,31.62
2.011,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1628613,9.9010105,31.58
2.022,0.0000000,0.0610352,0.0000000,-0.3784131,-0.1628613,9.8674803,31.58
2.033,0.0000000,0.0000000,-0.0610352,-0.3832031,-0.1772314,9.8818502,31.57
2.044,0.0000000,0.0000000,-0.0610352,-0.3927832,-0.1820215,9.8483200,31.57
2.055,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1628613,9.8866405,31.57
2.066,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1820215,9.8770609,31.58
2.077,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1676514,9.8866405,31.58
2.088,0.0610352,-0.0610352,0.0000000,-0.3496729,-0.1772314,9.8722706,31.59
2.099,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1676514,9.8626900,31.59
2.110,0.0610352,0.0610352,-0.0610352,-0.3640430,-0.1580713,9.8626900,31.59
2.121,0.0610352,0.0610352,-0.0610352,-0.3496729,-0.1772314,9.8914309,31.59
2.132,0.0610352,0.0000000,0.0000000,-0.3496729,-0.1868115,9.9010105,31.59
2.143,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1676514,9.9010105,31.58
2.154,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1868115,9.9058008,31.57
2.165,0.0000000,0.0610352,0.0610352,-0.3736230,-0.1628613,9.8770609,31.57
2.176,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1724414,9.8818502,31.57
2.187,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1628613,9.8866405,31.57
2.198,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1772314,9.9105911,31.57
2.209,0.0610352,0.0000000,-0.0610352,-0.3592529,-0.1532813,9.9153805,31.56
2.220,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1628613,9.8914309,31.58
2.231,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8722706,31.59
2.242,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1772314,9.8722706,31.58
2.253,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1916016,9.8722706,31.58
2.264,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8818502,31.58
2.275,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1676514,9.8770609,31.57
2.286,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1724414,9.8818502,31.57
2.297,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1916016,9.8818502,31.59
2.308,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1676514,9.8818502,31.56
2.319,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1724414,9.8674803,31.57
2.330,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.8962212,31.59
2.341,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1628613,9.8770609,31.58
2.352,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1724414,9.8914309,31.59
2.363,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1628613,9.9010105,31.58
2.374,0.0000000,0.0000000,0.0000000,-0.3400928,-0.1676514,9.8770609,31.59
2.385,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1868115,9.8579006,31.58
2.396,0.0000000,0.0610352,-0.0610352,-0.3400928,-0.1820215,9.8866405,31.57
2.407,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8818502,31.57
2.418,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1580713,9.8770609,31.58
2.429,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1676514,9.8818502,31.58
2.440,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1772314,9.8962212,31.57
2.451,0.0000000,0.0610352,-0.0610352,-0.3736230,-0.1628613,9.8962212,31.57
2.462,0.0610352,0.0610352,-0.0610352,-0.3592529,-0.1628613,9.9010105,31.57
2.473,0.0000000,0.0610352,-0.0610352,-0.3688330,-0.1676514,9.8674803,31.58
2.484,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1820215,9.8818502,31.57
2.495,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1580713,9.9201708,31.57
2.505,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1628613,9.9105911,31.56
2.516,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1676514,9.9058008,31.56
2.527,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1724414,9.8818502,31.56
2.538,-0.0610352,0.0000000,0.0000000,-0.3927832,-0.1820215,9.8626900,31.57
2.549,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1676514,9.8722706,31.58
2.560,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1724414,9.8722706,31.57
2.571,0.0000000,0.0000000,-0.0610352,-0.3879932,-0.1868115,9.8579006,31.57
2.582,0.0000000,0.0000000,-0.0610352,-0.3736230,-0.1820215,9.8770609,31.57
2.593,0.0000000,0.0610352,-0.0610352,-0.3592529,-0.1676514,9.8770609,31.57
2.604,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1724414,9.8770609,31.57
2.615,0.0000000,0.0000000,-0.0610352,-0.3496729,-0.1676514,9.8962212,31.57
2.626,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1532813,9.8818502,31.57
2.637,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1628613,9.8722706,31.57
2.648,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1772314,9.8722706,31.59
2.659,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1820215,9.8579006,31.58
2.670,0.0000000,0.0000000,0.0000000,-0.3927832,-0.1724414,9.8962212,31.58
2.681,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1820215,9.8722706,31.57
2.692,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1724414,9.8914309,31.55
2.703,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1724414,9.8962212,31.56
2.714,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1484912,9.8818502,31.57
2.725,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1628613,9.8866405,31.58
2.736,0.0000000,0.0000000,-0.0610352,-0.3448828,-0.1628613,9.8818502,31.58
2.747,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1724414,9.8914309,31.58
2.758,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1628613,9.8866405,31.57
2.769,0.0000000,0.0610352,0.0000000,-0.3832031,-0.1580713,9.8962212,31.57
2.780,0.0000000,0.0000000,0.0000000,-0.3832031,-0.1628613,9.8818502,31.57
2.791,0.0000000,0.0000000,-0.0610352,-0.3736230,-0.1484912,9.8914309,31.58
2.802,0.0000000,0.0610352,-0.0610352,-0.3496729,-0.1580713,9.8674803,31.57
2.813,0.0000000,0.0610352,-0.0610352,-0.3544629,-0.1628613,9.8435307,31.57
2.824,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1676514,9.8866405,31.57
2.835,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1676514,9.9010105,31.56
2.846,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1820215,9.8626900,31.56
2.857,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1772314,9.8579006,31.56
2.868,0.0000000,-0.0610352,-0.0610352,-0.3496729,-0.1724414,9.8579006,31.57
2.879,0.0000000,0.0000000,-0.0610352,-0.3353027,-0.1724414,9.8579006,31.56
2.890,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1772314,9.8818502,31.58
2.901,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1724414,9.8962212,31.58
2.912,-0.0610352,0.0000000,0.0000000,-0.3592529,-0.1676514,9.8962212,31.57
2.923,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1484912,9.8866405,31.57
2.934,0.0000000,0.0610352,0.0610352,-0.3736230,-0.1532813,9.8866405,31.57
2.945,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1580713,9.8818502,31.58
2.956,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1580713,9.8722706,31.57
2.967,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.8818502,31.57
2.978,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1724414,9.8866405,31.57
2.989,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1676514,9.9058008,31.58
3.000,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1868115,9.9153805,31.57
3.011,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1724414,9.9058008,31.57
3.022,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1676514,9.8962212,31.56
3.033,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1772314,9.9058008,31.56
3.044,0.0000000,0.0610352,0.0000000,-0.3448828,-0.1772314,9.9010105,31.55
3.055,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1628613,9.8674803,31.55
3.066,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1628613,9.8962212,31.56
3.077,0.0000000,-0.0610352,0.0000000,-0.3640430,-0.1628613,9.9105911,31.56
3.088,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1532813,9.8818502,31.56
3.099,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1580713,9.8722706,31.56
3.110,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1676514,9.8866405,31.55
3.121,0.0610352,0.0000000,-0.0610352,-0.3640430,-0.1628613,9.8866405,31.56
3.132,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1532813,9.9249611,31.55
3.143,0.0000000,0.0610352,-0.0610352,-0.3736230,-0.1484912,9.9105911,31.55
3.154,0.0610352,0.0610352,0.0000000,-0.3879932,-0.1628613,9.8770609,31.56
3.165,0.0610352,0.0610352,0.0000000,-0.3784131,-0.1868115,9.8674803,31.54
3.176,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1820215,9.8579006,31.55
3.187,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1676514,9.8770609,31.56
3.198,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1628613,9.9105911,31.57
3.209,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1532813,9.8818502,31.55
3.220,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1868115,9.8866405,31.55
3.231,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1772314,9.9010105,31.55
3.242,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1772314,9.8818502,31.56
3.253,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1868115,9.8914309,31.57
3.264,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1724414,9.8818502,31.56
3.275,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1628613,9.8579006,31.57
