Time_seconds,OmegaX_[deg/s],OmegaY_[deg/s],OmegaZ_[deg/s],AccX_[m/s/s],AccY_[m/s/s],AccZ_[m/s/s],Temperature_[C]
3.286,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1676514,9.8674803,31.55
3.297,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1724414,9.8674803,31.56
3.308,0.0610352,0.0610352,0.0000000,-0.3496729,-0.1676514,9.8818502,31.57
3.319,0.0610352,0.0610352,0.0000000,-0.3496729,-0.1676514,9.8818502,31.57
3.330,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1580713,9.9010105,31.57
3.341,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1532813,9.8962212,31.57
3.352,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1628613,9.8770609,31.57
3.363,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1628613,9.8722706,31.57
3.374,0.0610352,0.0610352,0.0000000,-0.3640430,-0.1724414,9.8866405,31.56
3.385,0.0000000,0.0000000,-0.0610352,-0.3784131,-0.1724414,9.8914309,31.56
3.396,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1772314,9.8626900,31.56
3.407,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8483200,31.55
3.418,0.0610352,0.0000000,0.0000000,-0.3688330,-0.1868115,9.8818502,31.55
3.429,0.0000000,0.0000000,0.0610352,-0.3544629,-0.1820215,9.8962212,31.56
3.440,0.0610352,0.0000000,0.0000000,-0.3592529,-0.1676514,9.8962212,31.55
3.451,0.0610352,0.0000000,0.0000000,-0.3688330,-0.1676514,9.8866405,31.56
3.462,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1437012,9.8722706,31.55
3.473,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1724414,9.8770609,31.53
3.484,0.0000000,0.0610352,-0.0610352,-0.3544629,-0.1916016,9.8818502,31.55
3.495,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1676514,9.8818502,31.57
3.505,-0.0610352,0.0000000,0.0000000,-0.3592529,-0.1724414,9.8722706,31.57
3.516,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8770609,31.56
3.527,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1772314,9.8626900,31.56
3.538,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1772314,9.8962212,31.55
3.549,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1628613,9.8770609,31.55
3.560,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1724414,9.9010105,31.55
3.571,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1580713,9.8579006,31.54
3.582,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1484912,9.8770609,31.54
3.593,0.0000000,0.0000000,-0.0610352,-0.3448828,-0.1676514,9.8914309,31.53
3.604,0.0000000,0.0000000,-0.0610352,-0.3496729,-0.1676514,9.8770609,31.55
3.615,0.0000000,0.0000000,-0.0610352,-0.3448828,-0.1724414,9.8674803,31.57
3.626,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1724414,9.8770609,31.57
3.637,0.0000000,0.0610352,-0.0610352,-0.3688330,-0.1868115,9.8866405,31.57
3.648,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1724414,9.8579006,31.56
3.659,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1820215,9.8770609,31.56
3.670,0.0000000,0.0000000,-0.0610352,-0.3736230,-0.1916016,9.8818502,31.56
3.681,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1676514,9.8770609,31.55
3.692,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1628613,9.8770609,31.54
3.703,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1676514,9.8770609,31.55
3.714,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1676514,9.8626900,31.55
3.725,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1532813,9.8818502,31.56
3.736,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1724414,9.9153805,31.56
3.747,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1724414,9.8770609,31.56
3.758,0.0000000,0.0000000,0.0610352,-0.3688330,-0.1676514,9.8962212,31.55
3.769,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1628613,9.9010105,31.55
3.780,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1628613,9.8866405,31.55
3.791,0.0610352,0.0610352,-0.0610352,-0.3544629,-0.1580713,9.8914309,31.55
3.802,0.0610352,0.0000000,-0.0610352,-0.3640430,-0.1724414,9.8722706,31.55
3.813,0.0610352,0.0610352,-0.0610352,-0.3496729,-0.1676514,9.8770609,31.55
3.824,0.0000000,0.0000000,0.0610352,-0.3592529,-0.1724414,9.8770609,31.56
3.835,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1820215,9.8626900,31.56
3.846,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1484912,9.8914309,31.56
3.857,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1628613,9.8914309,31.56
3.868,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1724414,9.8962212,31.56
3.879,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1724414,9.8962212,31.56
3.890,0.0000000,-0.0610352,0.0000000,-0.3640430,-0.1772314,9.8866405,31.56
3.901,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1772314,9.9010105,31.55
3.912,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1916016,9.9010105,31.54
3.923,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1868115,9.8914309,31.54
3.934,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1868115,9.8962212,31.56
3.945,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1580713,9.8626900,31.56
3.956,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1580713,9.8722706,31.55
3.967,0.0000000,0.0610352,-0.0610352,-0.3305127,-0.1580713,9.8962212,31.55
3.978,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1437012,9.8914309,31.54
3.989,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1532813,9.8914309,31.56
4.000,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1916016,9.9010105,31.57
4.011,0.0610352,0.0000000,0.0000000,-0.3832031,-0.1916016,9.9010105,31.56
4.022,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1772314,9.8962212,31.56
4.033,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1628613,9.9010105,31.57
4.044,0.0610352,0.0000000,0.0000000,-0.3496729,-0.1772314,9.8962212,31.57
4.055,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.8818502,31.55
4.066,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1484912,9.8818502,31.57
4.077,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1389111,9.9010105,31.57
4.088,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1724414,9.8722706,31.58
4.099,0.0000000,0.0000000,-0.0610352,-0.3400928,-0.1724414,9.8866405,31.57
4.110,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1724414,9.8770609,31.56
4.121,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1772314,9.8722706,31.57
4.132,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1963916,9.8914309,31.56
4.143,0.0000000,0.0000000,0.0000000,-0.3832031,-0.1820215,9.9010105,31.56
4.154,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1724414,9.8770609,31.57
4.165,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1580713,9.8579006,31.56
4.176,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1724414,9.9010105,31.56
4.187,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1772314,9.8866405,31.56
4.198,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1772314,9.8818502,31.57
4.209,0.0000000,0.0000000,-0.0610352,-0.3400928,-0.1820215,9.8866405,31.57
4.220,0.0000000,0.0610352,-0.0610352,-0.3353027,-0.1820215,9.8770609,31.57
4.231,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1724414,9.8818502,31.58
4.242,0.0000000,0.0000000,0.0000000,-0.3400928,-0.1532813,9.8770609,31.55
4.253,0.0000000,0.0000000,-0.0610352,-0.3496729,-0.1676514,9.8722706,31.55
4.264,-0.0610352,0.0610352,0.0000000,-0.3592529,-0.1772314,9.8579006,31.55
4.275,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8866405,31.55
4.286,0.0000000,0.0000000,0.0000000,-0.3832031,-0.1724414,9.8626900,31.57
4.297,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1676514,9.8818502,31.56
4.308,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1820215,9.8770609,31.57
4.319,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1676514,9.8674803,31.57
4.330,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1676514,9.8818502,31.56
4.341,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1772314,9.8818502,31.56
4.352,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1628613,9.8914309,31.56
4.363,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1628613,9.8483200,31.55
4.374,0.0000000,0.0610352,-0.0610352,-0.3784131,-0.1532813,9.8674803,31.55
4.385,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1580713,9.8531103,31.55
4.396,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1724414,9.8626900,31.56
4.407,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1724414,9.8722706,31.56
4.418,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1772314,9.8579006,31.55
4.429,0.0000000,0.0000000,-0.0610352,-0.3496729,-0.1676514,9.8626900,31.56
4.440,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1628613,9.8866405,31.57
4.451,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1580713,9.8674803,31.57
4.462,0.0000000,0.0000000,0.0000000,-0.3832031,-0.1724414,9.8866405,31.56
4.473,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.8818502,31.56
4.484,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1820215,9.8818502,31.56
4.495,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1676514,9.8722706,31.56
4.505,0.0610352,0.0610352,0.0000000,-0.3448828,-0.1820215,9.8722706,31.57
4.516,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1724414,9.8770609,31.56
4.527,0.0000000,0.0610352,-0.0610352,-0.3832031,-0.1676514,9.8531103,31.56
4.538,0.0000000,0.0000000,-0.0610352,-0.3736230,-0.1724414,9.8914309,31.57
4.549,0.0000000,0.0610352,-0.0610352,-0.3592529,-0.1724414,9.8722706,31.57
4.560,0.0000000,0.0610352,0.0000000,-0.3353027,-0.1580713,9.8674803,31.57
4.571,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1532813,9.8866405,31.55
4.582,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1628613,9.8818502,31.55
4.593,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1580713,9.8914309,31.54
4.604,0.0000000,0.0000000,-0.0610352,-0.3496729,-0.1532813,9.8962212,31.54
4.615,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1580713,9.8818502,31.56
4.626,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1724414,9.9010105,31.57
4.637,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8914309,31.57
4.648,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1772314,9.9010105,31.57
4.659,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1772314,9.8962212,31.57
4.670,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1628613,9.8722706,31.56
4.681,-0.0610352,0.0000000,0.0000000,-0.3784131,-0.1724414,9.8962212,31.56
4.692,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1484912,9.8818502,31.55
4.703,0.0610352,0.0000000,-0.0610352,-0.3640430,-0.1628613,9.8770609,31.55
4.714,0.0000000,0.0610352,-0.0610352,-0.3592529,-0.1628613,9.8818502,31.55
4.725,0.0000000,0.0000000,-0.0610352,-0.3784131,-0.1628613,9.8866405,31.56
4.736,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1724414,9.8818502,31.56
4.747,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1868115,9.8770609,31.56
4.758,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8722706,31.56
4.769,0.0610352,0.0000000,0.0000000,-0.3640430,-0.1724414,9.9010105,31.55
4.780,0.0610352,0.0000000,0.0000000,-0.3736230,-0.1772314,9.9105911,31.56
4.791,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1580713,9.9010105,31.55
4.802,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1341211,9.9010105,31.55
4.813,0.0000000,0.0000000,0.0000000,-0.3353027,-0.1532813,9.9010105,31.55
4.824,0.0000000,0.0000000,-0.0610352,-0.3448828,-0.1532813,9.8818502,31.56
4.835,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1484912,9.8914309,31.56
4.846,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1868115,9.8770609,31.57
4.857,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1772314,9.8962212,31.56
4.868,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1676514,9.8962212,31.55
4.879,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1676514,9.8674803,31.56
4.890,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1676514,9.8770609,31.56
4.901,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1676514,9.8818502,31.56
4.912,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1580713,9.8962212,31.55
4.923,-0.0610352,0.0000000,-0.0610352,-0.3592529,-0.1772314,9.8818502,31.56
4.934,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1676514,9.8674803,31.57
4.945,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1772314,9.8674803,31.57
4.956,0.0000000,-0.0610352,0.0000000,-0.3736230,-0.1628613,9.8626900,31.56
4.967,-0.0610352,0.0000000,0.0000000,-0.3592529,-0.1724414,9.8914309,31.55
4.978,-0.0610352,0.0000000,0.0000000,-0.3592529,-0.1772314,9.8914309,31.56
4.989,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1484912,9.8914309,31.56
5.000,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1532813,9.8866405,31.56
5.011,0.0610352,0.0000000,0.0000000,-0.3592529,-0.1628613,9.8770609,31.54
5.022,0.0610352,0.0000000,0.0000000,-0.3592529,-0.1628613,9.8962212,31.56
5.033,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1820215,9.8818502,31.57
5.044,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1628613,9.8531103,31.56
5.055,-0.0610352,0.0000000,-0.0610352,-0.3736230,-0.1628613,9.8914309,31.55
5.066,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1916016,9.8962212,31.56
5.077,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1724414,9.9153805,31.57
5.088,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1580713,9.9105911,31.57
5.099,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1724414,9.8722706,31.56
5.110,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1772314,9.8818502,31.55
5.121,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1532813,9.8722706,31.54
5.132,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1820215,9.8722706,31.54
5.143,-0.0610352,0.0000000,0.0000000,-0.3496729,-0.1580713,9.8914309,31.56
5.154,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1532813,9.8722706,31.57
5.165,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1724414,9.8818502,31.57
5.176,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1628613,9.8531103,31.55
5.187,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1676514,9.8770609,31.56
5.198,0.0000000,0.0610352,0.0000000,-0.3784131,-0.1724414,9.8866405,31.54
5.209,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1580713,9.8674803,31.54
5.220,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8914309,31.55
5.231,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1676514,9.8722706,31.55
5.242,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1868115,9.8914309,31.54
5.253,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1772314,9.9153805,31.55
5.264,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1724414,9.8914309,31.55
5.275,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1820215,9.9105911,31.55
5.286,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8818502,31.54
5.297,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8962212,31.55
5.308,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1580713,9.8674803,31.56
5.319,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1772314,9.8914309,31.53
5.330,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1628613,9.8818502,31.52
5.341,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1628613,9.8579006,31.55
5.352,0.0000000,-0.0610352,0.0000000,-0.3640430,-0.1724414,9.8674803,31.55
5.363,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1868115,9.8674803,31.54
5.374,-0.0610352,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8866405,31.54
5.385,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1868115,9.8866405,31.54
5.396,0.0610352,0.0000000,0.0000000,-0.3400928,-0.1820215,9.8962212,31.54
5.407,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1772314,9.8818502,31.55
5.418,-0.0610352,0.0000000,0.0000000,-0.3496729,-0.1580713,9.8914309,31.54
5.429,-0.0610352,0.0000000,0.0000000,-0.3784131,-0.1772314,9.8579006,31.54
5.440,-0.0610352,0.0000000,0.0000000,-0.3592529,-0.1772314,9.8722706,31.55
5.451,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1772314,9.8866405,31.56
5.462,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1868115,9.8962212,31.55
5.473,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.8722706,31.54
5.484,0.0000000,0.0000000,0.0000000,-0.3400928,-0.1772314,9.8770609,31.52
5.495,0.0000000,0.0000000,0.0000000,-0.3400928,-0.1868115,9.8818502,31.53
5.505,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1676514,9.8626900,31.54
5.516,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1772314,9.8962212,31.52
5.527,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1628613,9.9058008,31.53
5.538,0.0000000,0.0610352,-0.0610352,-0.3544629,-0.1628613,9.8818502,31.54
5.549,0.0610352,0.0610352,-0.0610352,-0.3784131,-0.1676514,9.8914309,31.54
5.560,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1820215,9.8914309,31.55
5.571,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.8674803,31.55
5.582,0.0000000,0.0000000,-0.0610352,-0.3353027,-0.1628613,9.8866405,31.55
5.593,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1772314,9.9105911,31.54
5.604,0.0000000,-0.0610352,-0.0610352,-0.3544629,-0.1724414,9.9058008,31.54
5.615,0.0000000,0.0610352,0.0000000,-0.3448828,-0.1676514,9.8914309,31.54
5.626,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.8818502,31.55
5.637,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1676514,9.8770609,31.56
5.648,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1772314,9.8722706,31.56
5.659,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1772314,9.8674803,31.54
5.670,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1772314,9.8866405,31.53
5.681,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1868115,9.8722706,31.54
5.692,0.0610352,0.0610352,-0.0610352,-0.3688330,-0.1772314,9.8722706,31.54
5.703,0.0610352,0.0610352,-0.0610352,-0.3496729,-0.1628613,9.8866405,31.54
5.714,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1772314,9.9201708,31.54
5.725,0.0000000,0.0000000,-0.0610352,-0.3496729,-0.1628613,9.9010105,31.55
5.736,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1724414,9.9105911,31.56
5.747,-0.0610352,0.0000000,-0.0610352,-0.3736230,-0.1772314,9.8962212,31.56
5.758,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1772314,9.9058008,31.54
5.769,0.0000000,0.0000000,-0.0610352,-0.3448828,-0.1820215,9.8866405,31.53
5.780,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1772314,9.8626900,31.53
5.791,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1628613,9.8962212,31.54
5.802,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1772314,9.9105911,31.54
5.813,0.0000000,0.0000000,-0.0610352,-0.3736230,-0.1580713,9.8770609,31.55
5.824,0.0000000,0.0000000,-0.0610352,-0.3736230,-0.1532813,9.8674803,31.55
5.835,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1484912,9.8770609,31.55
5.846,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1676514,9.8866405,31.56
5.857,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1628613,9.8914309,31.54
5.868,0.0000000,0.0000000,-0.0610352,-0.3784131,-0.1532813,9.9058008,31.54
5.879,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1628613,9.8962212,31.55
5.890,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1772314,9.8722706,31.55
5.901,-0.0610352,0.0000000,0.0000000,-0.3832031,-0.1676514,9.8866405,31.56
5.912,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1820215,9.8579006,31.56
5.923,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1676514,9.8579006,31.55
5.934,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1676514,9.8626900,31.54
5.945,0.0610352,0.0000000,0.0000000,-0.3640430,-0.1868115,9.8770609,31.52
5.956,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1820215,9.8626900,31.54
5.967,0.0610352,0.0610352,-0.0610352,-0.3544629,-0.1580713,9.8531103,31.54
5.978,0.0000000,0.0610352,-0.0610352,-0.3592529,-0.1724414,9.8626900,31.53
5.989,0.0610352,0.0610352,0.0000000,-0.3496729,-0.1772314,9.8818502,31.54
6.000,0.0000000,0.0610352,-0.0610352,-0.3640430,-0.1724414,9.8722706,31.54
6.011,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1580713,9.9058008,31.54
6.022,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1676514,9.8914309,31.53
6.033,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1676514,9.8674803,31.52
6.044,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1724414,9.8722706,31.53
6.055,0.0000000,0.0610352,-0.0610352,-0.3784131,-0.1724414,9.8770609,31.53
6.066,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1772314,9.8866405,31.52
6.077,0.0000000,0.0610352,-0.0610352,-0.3688330,-0.1676514,9.8722706,31.53
6.088,0.0000000,0.0610352,0.0000000,-0.3448828,-0.1724414,9.8914309,31.53
6.099,-0.0610352,0.0000000,0.0000000,-0.3688330,-0.1628613,9.8962212,31.51
6.110,-0.0610352,0.0000000,-0.0610352,-0.3448828,-0.1676514,9.8770609,31.52
6.121,0.0000000,0.0000000,-0.0610352,-0.3496729,-0.1724414,9.8914309,31.52
6.132,0.0000000,0.0610352,-0.0610352,-0.3448828,-0.1772314,9.8579006,31.52
6.143,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8674803,31.53
6.154,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1676514,9.8722706,31.53
6.165,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1628613,9.8818502,31.52
6.176,0.0610352,0.0610352,0.0000000,-0.3592529,-0.1532813,9.8962212,31.53
6.187,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1724414,9.8914309,31.54
6.198,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1772314,9.9249611,31.53
6.209,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1916016,9.9010105,31.52
6.220,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1724414,9.8770609,31.52
6.231,0.0610352,0.0610352,0.0000000,-0.3544629,-0.1724414,9.8914309,31.54
6.242,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1580713,9.8626900,31.54
6.253,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1628613,9.8818502,31.53
6.264,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1724414,9.8914309,31.52
6.275,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1580713,9.8866405,31.53
6.286,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1484912,9.8866405,31.52
6.297,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1628613,9.8818502,31.53
6.308,0.0610352,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8674803,31.53
6.319,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1772314,9.8626900,31.53
6.330,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1963916,9.8674803,31.53
6.341,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1772314,9.8722706,31.54
6.352,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1628613,9.8962212,31.52
6.363,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1724414,9.9058008,31.50
6.374,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8818502,31.52
6.385,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1772314,9.8722706,31.51
6.396,-0.0610352,0.0000000,0.0000000,-0.3640430,-0.1772314,9.8818502,31.52
6.407,-0.0610352,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8579006,31.52
6.418,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1676514,9.9058008,31.53
6.429,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1820215,9.8962212,31.53
6.440,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1868115,9.8818502,31.52
6.451,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1580713,9.8914309,31.53
6.462,-0.0610352,0.0000000,0.0000000,-0.3496729,-0.1580713,9.8914309,31.54
6.473,0.0000000,0.0000000,-0.0610352,-0.3496729,-0.1437012,9.8626900,31.53
6.484,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1724414,9.8962212,31.53
6.495,0.0000000,0.0000000,-0.0610352,-0.3736230,-0.1772314,9.8722706,31.53
6.505,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1676514,9.8866405,31.53
6.516,0.0000000,0.0610352,-0.0610352,-0.3688330,-0.1580713,9.8818502,31.52
6.527,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1772314,9.8770609,31.54
6.538,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1628613,9.8866405,31.54
6.549,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1532813,9.8866405,31.54
6.560,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1820215,9.8818502,31.54
6.571,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1724414,9.8818502,31.53
